disorder_group,ICD10_Code,description,flag
Suicide or Self-Injury,X73.6,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X73.7,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X73.8,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X73.9,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X74.0,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X74.1,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X74.2,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X74.3,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X74.4,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X74.5,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X74.6,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X74.7,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X74.8,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X74.9,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X75.0,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X75.1,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X75.2,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X75.3,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X75.4,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X75.5,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X75.6,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X75.7,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X75.8,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X75.9,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X76.0,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X76.1,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X76.2,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X76.3,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X76.4,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X76.5,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X76.6,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X76.7,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X76.8,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X76.9,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X77.0,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X77.1,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X77.2,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X77.3,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X77.4,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X77.5,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X77.6,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X77.7,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X77.8,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X77.9,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X78.0,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X78.1,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X78.2,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X78.3,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X78.4,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X78.5,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X78.6,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X78.7,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X78.8,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X78.9,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X79.0,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X79.1,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X79.2,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X79.3,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X79.4,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X79.5,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X79.6,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X79.7,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X79.8,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X79.9,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X80.0,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X80.1,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X80.2,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X80.3,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X80.4,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X80.5,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X80.6,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X80.7,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X80.8,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X80.9,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X81.0,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X81.1,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X81.2,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X81.3,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X81.4,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X81.5,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X81.6,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X81.7,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X81.8,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X81.9,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X82.0,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X82.1,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X82.2,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X82.3,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X82.4,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X82.5,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X82.6,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X82.7,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X82.8,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X82.9,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X83.0,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X83.1,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X83.2,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X83.3,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X83.4,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X83.5,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X83.6,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X83.7,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X83.8,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X83.9,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X84.0,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X84.1,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X84.2,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X84.3,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X84.4,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X84.5,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X84.6,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X84.7,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X84.8,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Suicide or Self-Injury,X84.9,French version of ICD10 codes for Suicide or Self-Injury category,FrenchSpecificCodes
Miscellaneous,F06.3,NA,FrenchSpecificCodes2
Depressive Disorders,F06.32,NA,FrenchSpecificCodes2
Anxiety Disorders,F06.4,NA,FrenchSpecificCodes2
Miscellaneous,F06.6,NA,FrenchSpecificCodes2
Miscellaneous,F07.8,NA,FrenchSpecificCodes2
Substance-Related and Addictive Disorders,F10.0,NA,FrenchSpecificCodes2
Substance-Related and Addictive Disorders,F10.01,NA,FrenchSpecificCodes2
Substance-Related and Addictive Disorders,F10.05,NA,FrenchSpecificCodes2
Substance-Related and Addictive Disorders,F10.2,NA,FrenchSpecificCodes2
Substance-Related and Addictive Disorders,F10.72,NA,FrenchSpecificCodes2
Substance-Related and Addictive Disorders,F11.0,NA,FrenchSpecificCodes2
Substance-Related and Addictive Disorders,F11.05,NA,FrenchSpecificCodes2
Substance-Related and Addictive Disorders,F11.1,NA,FrenchSpecificCodes2
Substance-Related and Addictive Disorders,F11.240,NA,FrenchSpecificCodes2
Substance-Related and Addictive Disorders,F11.3,NA,FrenchSpecificCodes2
Substance-Related and Addictive Disorders,F11.30,NA,FrenchSpecificCodes2
